Tv2C	Sal2	Sbeox2PS	PrdE
-0.6098	31.8569	8.35538	56.873
-0.6104	31.8565	8.35553	56.88
-0.6106	31.8569	8.35555	56.928
-0.6108	31.8569	8.3556	56.946
-0.6105	31.8562	8.35557	56.964
-0.6105	31.8561	8.35558	56.977
-0.6109	31.857	8.35561	56.989
-0.6113	31.8573	8.3557	57.032
-0.6115	31.8569	8.35575	57.041
-0.6116	31.8569	8.35579	57.079
-0.6123	31.8578	8.35588	57.092
-0.6125	31.858	8.35592	57.123
-0.6129	31.8573	8.35605	57.158
-0.6135	31.8576	8.35616	57.19
-0.6139	31.8582	8.35622	57.198
-0.6141	31.8582	8.35627	57.236
-0.6147	31.8588	8.35636	57.251
-0.616	31.8594	8.35662	57.281
-0.6155	31.8591	8.35653	57.284
-0.6169	31.8595	8.35681	57.32
-0.6174	31.8598	8.35692	57.326
-0.6175	31.86	8.35694	57.368
-0.6181	31.8599	8.35706	57.398
-0.6186	31.8601	8.35718	57.417
-0.6194	31.8611	8.35729	57.439
-0.6215	31.8626	8.35768	57.464
-0.6242	31.8649	8.35816	57.488
-0.6271	31.8667	8.35873	57.523
-0.6301	31.8701	8.35919	57.562
-0.6318	31.8709	8.35954	57.567
-0.6328	31.8741	8.35958	57.585
-0.6332	31.8752	8.35961	57.606
-0.6332	31.8758	8.35958	57.631
-0.633	31.8765	8.3595	57.667
-0.6331	31.8771	8.35948	57.7
-0.6329	31.8778	8.35939	57.731
-0.633	31.8784	8.35939	57.743
-0.6332	31.8785	8.35941	57.774
-0.6334	31.8782	8.35948	57.792
-0.6334	31.8792	8.35942	57.813
-0.6333	31.8802	8.35934	57.824
-0.6335	31.881	8.35934	57.875
-0.6336	31.8819	8.35931	57.878
-0.6335	31.8817	8.35931	57.888
-0.6337	31.8822	8.35931	57.926
-0.6335	31.8822	8.35927	57.959
-0.6334	31.8829	8.35921	57.974
-0.633	31.8839	8.35907	58.026
-0.633	31.8846	8.35901	58.038
-0.633	31.8855	8.35896	58.067
-0.6329	31.8858	8.35893	58.107
-0.6324	31.8857	8.35882	58.13
-0.6326	31.8857	8.35886	58.13
-0.6324	31.8865	8.35877	58.149
-0.6319	31.8881	8.35858	58.193
-0.6323	31.8869	8.35873	58.201
-0.6318	31.8895	8.35848	58.226
-0.6316	31.8905	8.35837	58.23
-0.6319	31.8917	8.35837	58.318
-0.6322	31.8929	8.35835	58.323
-0.632	31.8922	8.35835	58.331
-0.6324	31.8936	8.35836	58.342
-0.6326	31.8948	8.35834	58.376
-0.6334	31.8957	8.35847	58.403
-0.6337	31.8971	8.35846	58.443
-0.6339	31.8977	8.35847	58.457
-0.6342	31.8984	8.3585	58.482
-0.6346	31.8999	8.35851	58.509
-0.6352	31.9011	8.35857	58.52
-0.6355	31.9019	8.35859	58.563
-0.6355	31.9025	8.35856	58.593
-0.6355	31.9027	8.35855	58.619
-0.6357	31.9035	8.35854	58.651
-0.6355	31.9035	8.35851	58.658
-0.6356	31.9034	8.35852	58.678
-0.6355	31.9041	8.35848	58.728
-0.6356	31.9041	8.3585	58.748
-0.6358	31.9042	8.35853	58.785
-0.6357	31.9038	8.35854	58.798
-0.6358	31.904	8.35854	58.801
-0.6359	31.9042	8.35856	58.847
-0.6359	31.9044	8.35853	58.876
-0.6359	31.9045	8.35854	58.897
-0.636	31.9048	8.35853	58.942
-0.6361	31.9049	8.35856	58.943
-0.6362	31.9052	8.35856	58.961
-0.6363	31.9057	8.35856	58.975
-0.6366	31.9066	8.35856	59.009
-0.6365	31.9065	8.35855	59.036
-0.6367	31.907	8.35857	59.077
-0.6371	31.9085	8.35858	59.091
-0.6371	31.9088	8.35855	59.115
-0.6374	31.9104	8.35854	59.127
-0.6378	31.9118	8.35856	59.165
-0.6386	31.9136	8.35861	59.174
-0.6396	31.9154	8.35874	59.183
-0.6401	31.9165	8.35878	59.233
-0.6401	31.918	8.35871	59.264
-0.6402	31.9184	8.35871	59.275
-0.6404	31.9185	8.35874	59.299
-0.6403	31.919	8.3587	59.308
-0.6404	31.9189	8.35872	59.355
-0.6406	31.9198	8.35872	59.398
-0.6406	31.92	8.35871	59.401
-0.6409	31.9204	8.35876	59.415
-0.6412	31.9202	8.35882	59.469
-0.641	31.9203	8.35877	59.492
-0.6414	31.9217	8.35879	59.501
-0.6416	31.9216	8.35884	59.527
-0.642	31.9218	8.35892	59.562
-0.6436	31.9241	8.35914	59.599
-0.6425	31.9225	8.359	59.602
-0.6437	31.9251	8.35911	59.625
-0.6439	31.9255	8.35914	59.641
-0.6444	31.9266	8.35918	59.658
-0.6443	31.9272	8.35913	59.696
-0.6446	31.9281	8.35914	59.73
-0.6446	31.9284	8.35913	59.737
-0.6448	31.9284	8.35917	59.764
-0.645	31.9295	8.35915	59.798
-0.645	31.9294	8.35916	59.821
-0.6455	31.9301	8.35923	59.829
-0.6459	31.9303	8.35931	59.851
-0.6465	31.9314	8.35938	59.868
-0.6466	31.9314	8.35941	59.919
-0.648	31.9326	8.35965	59.959
-0.6474	31.9327	8.35952	59.965
-0.6479	31.933	8.3596	59.968
-0.6482	31.9327	8.35969	60.016
-0.6483	31.9332	8.35969	60.043
-0.6482	31.9331	8.35966	60.074
-0.648	31.9331	8.35963	60.091
-0.6481	31.9339	8.35961	60.118
-0.6481	31.9336	8.35963	60.129
-0.6482	31.9342	8.35961	60.149
-0.6482	31.935	8.35958	60.172
-0.648	31.9349	8.35953	60.213
-0.6482	31.9351	8.35955	60.213
-0.6483	31.9353	8.35958	60.244
-0.6485	31.9353	8.35961	60.294
-0.6484	31.9353	8.35959	60.311
-0.6485	31.9353	8.35962	60.334
-0.6487	31.9356	8.35965	60.368
-0.6486	31.9354	8.35963	60.405
-0.6487	31.9362	8.3596	60.421
-0.6484	31.9355	8.35957	60.428
-0.6487	31.9354	8.35965	60.431
-0.6487	31.936	8.35962	60.468
-0.6486	31.9358	8.35961	60.515
-0.6486	31.9357	8.35962	60.519
-0.6488	31.9358	8.35965	60.55
-0.6488	31.9355	8.35967	60.589
-0.649	31.9364	8.35967	60.617
-0.6492	31.9359	8.35973	60.618
-0.6493	31.937	8.35968	60.648
-0.6492	31.9362	8.35972	60.654
-0.6494	31.9372	8.3597	60.685
-0.6494	31.9372	8.35971	60.716
-0.6491	31.9373	8.35964	60.751
-0.6497	31.9377	8.35975	60.777
-0.6494	31.9379	8.35967	60.788
-0.6494	31.9375	8.3597	60.822
-0.6494	31.9374	8.35969	60.824
-0.6493	31.938	8.35964	60.868
-0.6497	31.9382	8.35972	60.903
-0.6515	31.9403	8.36001	60.919
-0.6528	31.9413	8.36024	60.932
-0.6537	31.9415	8.36045	60.973
-0.6546	31.9413	8.36065	60.987
-0.6552	31.9415	8.36077	61.006
-0.655	31.9412	8.36075	61.028
-0.6547	31.9407	8.36071	61.051
-0.6542	31.9404	8.36061	61.079
-0.6543	31.9405	8.36062	61.085
-0.6541	31.9401	8.3606	61.125
-0.6562	31.9424	8.36095	61.175
-0.6547	31.9411	8.36069	61.182
-0.6582	31.9441	8.36131	61.184
-0.66	31.9446	8.36167	61.204
-0.662	31.946	8.36204	61.245
-0.664	31.9466	8.36248	61.291
-0.6633	31.9469	8.36229	61.298
-0.6646	31.946	8.36264	61.312
-0.6648	31.9461	8.36268	61.359
-0.6647	31.9463	8.36265	61.365
-0.6653	31.9465	8.36277	61.401
-0.6661	31.9469	8.36293	61.441
-0.6668	31.9473	8.36306	61.467
-0.6673	31.9473	8.36317	61.492
-0.6678	31.9477	8.36326	61.517
-0.6681	31.9471	8.36337	61.537
-0.6687	31.9476	8.36346	61.557
-0.6692	31.9482	8.36354	61.578
-0.6696	31.9481	8.36364	61.605
-0.67	31.9486	8.36371	61.623
-0.6722	31.9508	8.36407	61.652
-0.6741	31.9517	8.36447	61.664
-0.6755	31.9517	8.36478	61.691
-0.676	31.9515	8.36491	61.717
-0.6763	31.9512	8.365	61.746
-0.6764	31.95	8.36507	61.765
-0.6763	31.9502	8.36505	61.815
-0.6765	31.9506	8.36507	61.82
-0.6771	31.9509	8.3652	61.84
-0.6776	31.9505	8.36533	61.858
-0.6777	31.9508	8.36534	61.869
-0.6781	31.9507	8.36543	61.905
-0.6786	31.9511	8.36551	61.942
-0.6788	31.9514	8.36554	61.96
-0.6787	31.9507	8.36555	61.971
-0.6785	31.9509	8.36551	62.029
-0.6788	31.9513	8.36556	62.041
-0.6789	31.9515	8.36555	62.072
-0.6795	31.9517	8.36569	62.094
-0.6794	31.9515	8.36568	62.098
-0.6794	31.9512	8.36568	62.109
-0.679	31.9512	8.36559	62.164
-0.6789	31.9513	8.36558	62.211
-0.6789	31.9515	8.36555	62.244
-0.6785	31.9521	8.36543	62.26
-0.6785	31.9522	8.36542	62.263
-0.6785	31.9523	8.36543	62.275
-0.6786	31.9521	8.36546	62.31
-0.6784	31.952	8.36541	62.336
-0.6775	31.9515	8.36523	62.375
-0.6782	31.9521	8.36537	62.385
-0.6769	31.9519	8.36507	62.416
-0.6771	31.9516	8.36514	62.417
-0.6768	31.9527	8.36502	62.457
-0.6765	31.9529	8.36494	62.472
-0.6762	31.9536	8.36483	62.502
-0.6759	31.9536	8.36475	62.552
-0.6754	31.954	8.36463	62.562
-0.6748	31.9543	8.36447	62.593
-0.6746	31.9559	8.36434	62.595
-0.6745	31.9562	8.36429	62.626
-0.6742	31.9567	8.3642	62.646
-0.6742	31.9572	8.36416	62.674
-0.6738	31.9569	8.3641	62.695
-0.6741	31.9575	8.36413	62.739
-0.6738	31.9573	8.36408	62.746
-0.674	31.9576	8.3641	62.766
-0.674	31.9581	8.36406	62.803
-0.6741	31.9585	8.36407	62.822
-0.6741	31.9581	8.36408	62.86
-0.6738	31.9578	8.36403	62.866
-0.6737	31.9581	8.364	62.892
-0.6738	31.9584	8.36401	62.901
-0.6736	31.9583	8.36396	62.942
-0.6737	31.9587	8.36396	62.966
-0.6736	31.9587	8.36394	63.02
-0.6734	31.9582	8.36394	63.027
-0.6732	31.9588	8.36385	63.064
-0.6734	31.9587	8.3639	63.092
-0.6733	31.958	8.36391	63.112
-0.6735	31.9594	8.36388	63.126
-0.6734	31.9586	8.3639	63.13
-0.673	31.9583	8.36384	63.178
-0.6729	31.9587	8.3638	63.185
-0.6715	31.9579	8.36351	63.228
-0.6729	31.9589	8.36378	63.231
-0.6698	31.9568	8.36318	63.263
-0.6679	31.9565	8.36278	63.271
-0.6672	31.9581	8.36254	63.299
-0.6671	31.9603	8.36238	63.345
-0.6679	31.9623	8.36244	63.367
-0.6678	31.9615	8.36246	63.392
-0.6675	31.9603	8.36247	63.409
-0.6671	31.9604	8.36238	63.427
-0.6669	31.9609	8.36231	63.443
-0.6664	31.96	8.36223	63.478
-0.667	31.9616	8.3623	63.496
-0.6677	31.963	8.36236	63.519
-0.6682	31.9626	8.36251	63.56
-0.6683	31.9614	8.36258	63.585
-0.6669	31.9592	8.36241	63.609
-0.6662	31.9598	8.36221	63.618
-0.6656	31.961	8.36199	63.643
-0.6655	31.9615	8.36194	63.665
-0.6656	31.9628	8.36189	63.68
-0.6653	31.9633	8.36181	63.721
-0.6657	31.9644	8.36183	63.741
-0.6655	31.9637	8.36183	63.762
-0.6656	31.9642	8.36181	63.793
-0.6658	31.9649	8.36183	63.801
-0.6659	31.965	8.36185	63.805
-0.666	31.9647	8.36187	63.843
-0.6658	31.9649	8.36183	63.858
-0.6661	31.9652	8.36187	63.91
-0.666	31.9651	8.36186	63.927
-0.6657	31.9645	8.36183	63.961
-0.6659	31.9648	8.36185	63.967
-0.6658	31.965	8.36181	63.993
-0.6656	31.9651	8.36178	64.038
-0.6654	31.9643	8.36178	64.051
-0.6651	31.9647	8.36169	64.072
-0.6653	31.9657	8.36166	64.104
-0.6653	31.9663	8.36164	64.118
-0.6655	31.9663	8.36167	64.125
-0.6649	31.9648	8.36163	64.148
-0.6649	31.9645	8.36163	64.171
-0.6648	31.9657	8.36156	64.208
-0.6641	31.9649	8.36143	64.239
-0.6637	31.9649	8.36136	64.265
-0.6635	31.9666	8.36121	64.291
-0.6636	31.9654	8.36131	64.298
-0.6636	31.9673	8.36119	64.33
-0.6637	31.967	8.36122	64.331
-0.6634	31.966	8.36121	64.376
-0.6634	31.9662	8.36122	64.388
-0.664	31.9671	8.36129	64.418
-0.6636	31.9668	8.36123	64.449
-0.664	31.9663	8.36134	64.464
-0.6646	31.9675	8.3614	64.473
-0.6646	31.9666	8.36145	64.512
-0.6644	31.9641	8.36155	64.516
-0.6643	31.9646	8.3615	64.556
-0.6647	31.9665	8.36148	64.589
-0.6645	31.9662	8.36147	64.594
-0.6647	31.9661	8.3615	64.618
-0.6646	31.9661	8.36148	64.631
-0.6645	31.9654	8.36151	64.67
-0.6647	31.9656	8.36152	64.698
-0.6648	31.9661	8.36153	64.727
-0.6649	31.9667	8.36153	64.755
-0.665	31.9661	8.36157	64.773
-0.6651	31.966	8.36161	64.787
-0.6646	31.965	8.36154	64.835
-0.6644	31.9659	8.36144	64.836
-0.6644	31.9661	8.36144	64.861
-0.6644	31.9664	8.36143	64.878
-0.6644	31.9662	8.36143	64.912
-0.6649	31.9662	8.36155	64.917
-0.6643	31.9656	8.36144	64.944
-0.6641	31.9653	8.36143	64.963
-0.6633	31.9651	8.36125	64.98
-0.662	31.9648	8.36097	65.023
-0.6603	31.9652	8.36057	65.023
-0.6598	31.9676	8.36033	65.065
-0.6603	31.9698	8.36031	65.081
-0.6603	31.9697	8.3603	65.116
-0.6601	31.9688	8.36032	65.123
-0.6604	31.9691	8.36037	65.159
-0.6604	31.969	8.36037	65.17
-0.6604	31.9683	8.36041	65.2
-0.6606	31.9684	8.36045	65.221
-0.6609	31.9696	8.36045	65.273
-0.66	31.9679	8.36033	65.274
-0.659	31.9666	8.36018	65.314
-0.6584	31.968	8.35999	65.329
-0.6577	31.9687	8.35977	65.36
-0.658	31.9696	8.3598	65.379
-0.6579	31.9702	8.35974	65.381
-0.6578	31.9694	8.35975	65.42
-0.6574	31.9691	8.35968	65.444
-0.657	31.9697	8.35957	65.47
-0.6571	31.9703	8.35954	65.501
-0.6572	31.9707	8.35954	65.522
-0.6572	31.9701	8.35958	65.544
-0.6569	31.9701	8.35952	65.57
-0.657	31.9705	8.35951	65.603
-0.6568	31.9701	8.3595	65.608
-0.6567	31.9703	8.35945	65.617
-0.6564	31.97	8.3594	65.667
-0.6565	31.9705	8.3594	65.684
-0.6566	31.9712	8.35939	65.725
-0.6567	31.9704	8.35945	65.735
-0.6565	31.971	8.35938	65.736
-0.6568	31.97	8.3595	65.775
-0.6563	31.9699	8.3594	65.792
-0.656	31.9701	8.3593	65.813
-0.6556	31.9704	8.3592	65.856
-0.6554	31.971	8.35913	65.872
-0.6549	31.9709	8.35901	65.892
-0.655	31.9713	8.35901	65.9
-0.6549	31.9715	8.35898	65.955
-0.6549	31.9717	8.35898	65.966
-0.6552	31.9721	8.35903	66.003
-0.6547	31.9717	8.35894	66.007
-0.6546	31.9712	8.35893	66.041
-0.6546	31.9721	8.35888	66.08
-0.6548	31.9722	8.35892	66.109
-0.655	31.972	8.35897	66.129
-0.655	31.9724	8.35896	66.138
-0.6551	31.9722	8.35898	66.183
-0.6551	31.9719	8.359	66.188
-0.6549	31.9718	8.35896	66.22
-0.6551	31.9718	8.359	66.233
-0.6549	31.972	8.35895	66.257
-0.6545	31.9719	8.35887	66.298
-0.6544	31.9715	8.35886	66.324
-0.654	31.9713	8.35878	66.332
-0.6534	31.9717	8.35862	66.361
-0.6533	31.9724	8.35858	66.399
-0.6529	31.9725	8.35847	66.404
-0.6531	31.973	8.35848	66.426
-0.6527	31.9729	8.35841	66.459
-0.6531	31.9736	8.35845	66.47
-0.6533	31.9738	8.35849	66.509
-0.6531	31.973	8.35849	66.529
-0.6532	31.9726	8.35854	66.563
-0.6531	31.9727	8.3585	66.583
-0.653	31.9729	8.35846	66.594
-0.6527	31.9729	8.35841	66.64
-0.6526	31.9728	8.35839	66.654
-0.6525	31.9724	8.35839	66.674
-0.6525	31.9735	8.35832	66.706
-0.6527	31.9738	8.35835	66.726
-0.6526	31.9733	8.35835	66.73
-0.6526	31.9732	8.35836	66.762
-0.6527	31.9735	8.35837	66.784
-0.6528	31.9733	8.35841	66.818
-0.653	31.9737	8.35842	66.832
-0.6528	31.9731	8.35842	66.856
-0.6526	31.9732	8.35837	66.908
-0.6526	31.973	8.35838	66.92
-0.6528	31.9739	8.35836	66.935
-0.6529	31.9736	8.35841	66.939
-0.6529	31.9733	8.35843	66.974
-0.653	31.9735	8.35844	66.997
-0.6529	31.9727	8.35847	67.038
-0.6529	31.9733	8.35844	67.052
-0.653	31.9734	8.35845	67.058
-0.653	31.9734	8.35845	67.085
-0.6528	31.9733	8.35841	67.101
-0.6527	31.9734	8.35838	67.142
-0.6527	31.9735	8.35838	67.151
-0.6525	31.9735	8.35833	67.171
-0.6525	31.9735	8.35833	67.219
-0.6524	31.9738	8.35829	67.228
-0.6526	31.9736	8.35833	67.28
-0.6526	31.9738	8.35832	67.28
-0.6525	31.9731	8.35835	67.324
-0.6519	31.9726	8.35825	67.343
-0.6517	31.9726	8.35818	67.359
-0.652	31.974	8.35818	67.361
-0.652	31.9742	8.35817	67.406
-0.652	31.9734	8.35821	67.44
-0.6515	31.9733	8.35812	67.456
-0.6514	31.9739	8.35806	67.475
-0.6517	31.974	8.35811	67.507
-0.6514	31.9737	8.35807	67.537
-0.6513	31.9741	8.35803	67.549
-0.6509	31.9736	8.35797	67.574
-0.651	31.9748	8.35791	67.596
-0.651	31.9742	8.35795	67.597
-0.651	31.9749	8.35791	67.629
-0.6512	31.9749	8.35795	67.645
-0.651	31.9741	8.35794	67.666
-0.6508	31.9741	8.35791	67.701
-0.6507	31.9741	8.35789	67.732
-0.6508	31.9749	8.35785	67.744
-0.6509	31.9745	8.3579	67.765
-0.6506	31.9746	8.35783	67.789
-0.6504	31.9748	8.35778	67.836
-0.6503	31.9748	8.35776	67.85
-0.6501	31.9746	8.35773	67.886
-0.6498	31.9749	8.35763	67.888
-0.65	31.9751	8.35767	67.925
-0.6503	31.976	8.35768	67.967
-0.6501	31.9755	8.35766	67.988
-0.6503	31.975	8.35775	67.992
-0.6505	31.9752	8.35778	68.01
-0.6502	31.9744	8.35775	68.025
-0.65	31.9746	8.35768	68.073
-0.6495	31.9745	8.35759	68.088
-0.6497	31.975	8.35761	68.102
-0.6495	31.9758	8.35752	68.138
-0.6482	31.974	8.35732	68.174
-0.6488	31.9746	8.35743	68.176
-0.6483	31.9773	8.35717	68.224
-0.6477	31.9753	8.35714	68.226
-0.6477	31.9763	8.35709	68.235
-0.6483	31.9766	8.35721	68.275
-0.6472	31.9745	8.35707	68.299
-0.6464	31.9747	8.35688	68.309
-0.6455	31.9765	8.35657	68.347
-0.6448	31.9776	8.35634	68.381
-0.6449	31.9789	8.35629	68.415
-0.6454	31.9795	8.35638	68.416
-0.646	31.9795	8.35652	68.44
-0.6467	31.9788	8.35671	68.471
-0.6461	31.9775	8.35666	68.487
-0.6455	31.9759	8.35661	68.513
-0.6445	31.9766	8.35634	68.548
-0.6419	31.9749	8.35585	68.56
-0.6406	31.9773	8.35542	68.581
-0.6404	31.9803	8.3552	68.608
-0.6398	31.9813	8.35501	68.635
-0.6394	31.9808	8.35495	68.652
-0.6392	31.9811	8.35489	68.673
-0.6391	31.9824	8.35479	68.701
-0.6396	31.9829	8.35486	68.74
-0.6408	31.9841	8.35507	68.774
-0.6405	31.9832	8.35506	68.774
-0.6405	31.9818	8.35514	68.799
-0.6402	31.9827	8.35503	68.815
-0.6381	31.9802	8.3547	68.838
-0.636	31.9782	8.35432	68.856
-0.6314	31.976	8.35341	68.884
-0.6304	31.9799	8.35297	68.913
-0.63	31.9839	8.35264	68.958
-0.625	31.9784	8.35185	68.966
-0.6125	31.9674	8.34966	68.981
-0.6037	31.9702	8.34749	69.005
-0.5967	31.979	8.34543	69.026
-0.5917	31.9839	8.34401	69.042
-0.5872	31.9864	8.34285	69.064
-0.5833	31.9885	8.34187	69.096
-0.5802	31.9893	8.34112	69.126
-0.5795	31.9924	8.34077	69.13
-0.5779	31.9935	8.34035	69.179
-0.5772	31.9943	8.34014	69.209
-0.5773	31.9966	8.34004	69.219
-0.5761	31.9966	8.33978	69.243
-0.5767	31.9969	8.33989	69.252
-0.577	31.9983	8.33987	69.278
-0.5764	31.9986	8.33972	69.314
-0.5748	31.9981	8.33939	69.339
-0.5754	31.9972	8.33959	69.341
-0.5743	31.999	8.33923	69.368
-0.5742	31.9998	8.33916	69.413
-0.574	32.0003	8.33908	69.449
-0.5743	32.0001	8.33915	69.452
-0.5726	31.9993	8.33884	69.469
-0.5716	32.0011	8.33851	69.509
-0.572	31.9993	8.3387	69.51
-0.5724	32.003	8.33858	69.563
-0.5722	32.0032	8.33851	69.563
-0.5715	32.0017	8.33844	69.593
-0.5681	31.9985	8.33786	69.615
-0.5653	31.998	8.33727	69.638
-0.5636	32.0012	8.3367	69.651
-0.5633	32.0035	8.33649	69.676
-0.5634	32.005	8.33644	69.705
-0.5643	32.0062	8.33656	69.719
-0.5647	32.0071	8.33661	69.754
-0.5655	32.0082	8.33673	69.782
-0.5649	32.0078	8.33661	69.789
-0.5662	32.0086	8.33685	69.812
-0.5666	32.0091	8.33691	69.829
-0.5666	32.0088	8.33692	69.841
-0.5667	32.0092	8.33693	69.88
-0.5671	32.0091	8.33703	69.91
-0.567	32.0097	8.33698	69.918
-0.5669	32.0093	8.33698	69.959
-0.567	32.0095	8.33697	70.005
-0.5667	32.0094	8.33693	70.014
-0.5669	32.0094	8.33696	70.027
-0.5676	32.0098	8.33711	70.054
-0.5677	32.0099	8.33713	70.09
-0.5678	32.0094	8.33718	70.095
-0.5676	32.0098	8.33711	70.144
-0.5677	32.01	8.33713	70.151
-0.568	32.0105	8.33715	70.172
-0.5678	32.0098	8.33715	70.197
-0.5682	32.01	8.33723	70.232
-0.5679	32.0096	8.33718	70.248
-0.5683	32.0103	8.33723	70.289
-0.5681	32.01	8.33719	70.292
-0.5678	32.0103	8.33712	70.31
-0.5681	32.0103	8.33718	70.331
-0.5688	32.0111	8.3373	70.345
-0.569	32.0109	8.33736	70.385
-0.5697	32.0115	8.33749	70.419
-0.5699	32.0115	8.33753	70.437
-0.5698	32.0108	8.33755	70.465
-0.5699	32.0112	8.33755	70.47
-0.5695	32.0106	8.33748	70.501
-0.5692	32.0105	8.33742	70.521
-0.569	32.0106	8.33737	70.521
-0.5692	32.0111	8.33739	70.559
-0.57	32.0119	8.33752	70.599
-0.5705	32.0115	8.33765	70.618
-0.5704	32.0114	8.33765	70.646
-0.5703	32.0111	8.33764	70.673
-0.5705	32.0117	8.33766	70.679
-0.5704	32.0113	8.33765	70.719
-0.5707	32.0121	8.33767	70.74
-0.571	32.0121	8.33773	70.768
-0.571	32.0124	8.33772	70.791
-0.5715	32.0128	8.33781	70.8
-0.5712	32.0121	8.33778	70.815
-0.5714	32.0125	8.3378	70.845
-0.5711	32.0121	8.33776	70.861
-0.5715	32.0124	8.33782	70.897
-0.5714	32.0124	8.3378	70.908
-0.5714	32.012	8.33783	70.973
-0.5712	32.0119	8.33779	70.977
-0.5714	32.012	8.33784	71.005
-0.5718	32.0126	8.33788	71.021
-0.5714	32.0124	8.33782	71.05
-0.5719	32.0132	8.33787	71.074
-0.5719	32.0125	8.33792	71.108
-0.5719	32.0132	8.33789	71.108
-0.5719	32.0124	8.33793	71.116
-0.572	32.0129	8.3379	71.129
-0.5718	32.0128	8.33787	71.178
-0.5718	32.0127	8.33789	71.205
-0.5719	32.0128	8.33789	71.215
-0.5718	32.0128	8.33788	71.271
-0.5716	32.0129	8.33784	71.286
-0.5714	32.0122	8.33782	71.33
-0.5715	32.0121	8.33785	71.347
-0.5713	32.0123	8.3378	71.359
-0.5713	32.0122	8.3378	71.391
-0.5714	32.0118	8.33784	71.418
-0.5713	32.0122	8.33779	71.424
-0.5714	32.0117	8.33785	71.445
-0.5716	32.0124	8.33786	71.464
-0.5715	32.0124	8.33783	71.482
-0.5718	32.0128	8.33788	71.53
-0.5722	32.0128	8.33797	71.539
-0.5723	32.0134	8.33797	71.572
-0.5728	32.0135	8.33806	71.576
-0.573	32.0136	8.3381	71.624
-0.573	32.0135	8.3381	71.624
-0.5733	32.0137	8.33817	71.663
-0.5731	32.0137	8.33811	71.694
-0.5724	32.0132	8.33799	71.713
-0.5729	32.0133	8.33809	71.72
-0.572	32.0127	8.33792	71.757
-0.5723	32.0133	8.33797	71.781
-0.5723	32.0136	8.33794	71.792
-0.5727	32.0135	8.33803	71.813
-0.5729	32.0138	8.33808	71.827
-0.5731	32.0133	8.33814	71.859
-0.5731	32.0132	8.33815	71.89
-0.5731	32.0135	8.33812	71.892
-0.5735	32.0138	8.3382	71.929
-0.5736	32.0137	8.33823	71.959
-0.5737	32.0135	8.33827	71.985
-0.574	32.0144	8.33828	72.002
-0.5744	32.0145	8.33836	72.012
-0.5743	32.0146	8.33833	72.039
-0.5747	32.0145	8.33844	72.063
-0.5747	32.0148	8.33841	72.075
-0.5745	32.0148	8.33838	72.106
-0.5745	32.0146	8.33839	72.121
-0.5747	32.0144	8.33843	72.156
-0.5745	32.0144	8.33839	72.159
-0.5745	32.0144	8.3384	72.222
-0.5746	32.0145	8.33841	72.229
-0.5749	32.015	8.33844	72.233
-0.5744	32.0143	8.33838	72.263
-0.5744	32.0147	8.33836	72.293
-0.5745	32.0144	8.33839	72.302
-0.5744	32.0144	8.33837	72.316
-0.5745	32.0146	8.33838	72.336
-0.5746	32.0147	8.3384	72.369
-0.5745	32.0142	8.33839	72.393
-0.575	32.0148	8.33848	72.435
-0.5752	32.0154	8.33849	72.44
-0.5753	32.0154	8.33851	72.447
-0.5754	32.0153	8.33855	72.504
-0.5749	32.015	8.33845	72.51
-0.5754	32.0157	8.33851	72.519
-0.5748	32.015	8.33842	72.528
-0.5747	32.0149	8.33842	72.569
-0.575	32.0151	8.33847	72.611
-0.5759	32.0158	8.33862	72.626
-0.5763	32.0167	8.33867	72.652
-0.5769	32.0172	8.33878	72.674
-0.5774	32.0174	8.33888	72.679
-0.5777	32.0176	8.33894	72.682
-0.578	32.018	8.33898	72.731
-0.5781	32.018	8.33901	72.739
-0.5782	32.0183	8.339	72.758
-0.5778	32.0177	8.33895	72.795
-0.5781	32.018	8.339	72.826
-0.5786	32.0185	8.33907	72.835
-0.5791	32.0193	8.33915	72.842
-0.5794	32.0194	8.33921	72.864
-0.5797	32.0191	8.3393	72.932
-0.5802	32.0194	8.3394	72.936
-0.58	32.0195	8.33935	72.954
-0.5809	32.0201	8.33951	72.964
-0.5812	32.02	8.33959	72.987
-0.582	32.0207	8.33971	73.006
-0.5834	32.0214	8.33998	73.04
-0.5828	32.0213	8.33987	73.057
-0.5836	32.0211	8.34006	73.095
-0.5835	32.0207	8.34006	73.103
-0.5829	32.0205	8.33995	73.153
-0.5824	32.0198	8.33986	73.171
-0.5821	32.0199	8.33979	73.176
-0.584	32.0225	8.34007	73.196
-0.5828	32.0213	8.33988	73.217
-0.5854	32.0229	8.34035	73.229
-0.5872	32.0239	8.34071	73.266
-0.5918	32.0288	8.34147	73.29
-0.595	32.0303	8.34209	73.298
-0.5972	32.0306	8.34257	73.318
-0.5982	32.0301	8.34282	73.349
-0.598	32.0289	8.34285	73.375
-0.5981	32.0296	8.34284	73.405
-0.5985	32.0297	8.34292	73.433
-0.599	32.0298	8.34302	73.454
-0.5994	32.0307	8.34307	73.454
-0.5998	32.0307	8.34317	73.495
-0.5999	32.0301	8.3432	73.508
-0.6002	32.0304	8.34327	73.527
-0.6003	32.0307	8.34326	73.568
-0.6006	32.0305	8.34335	73.581
-0.6005	32.0314	8.34329	73.609
-0.6008	32.0313	8.34334	73.628
