Time (hh:mm:ss)	[CH4] dissolved with water vapour (ppm)
2024/07/03 13:27:25	3.01486
2024/07/03 13:27:26	3.01536
2024/07/03 13:27:27	2.98448
2024/07/03 13:27:28	2.98483
2024/07/03 13:27:29	2.98564
2024/07/03 13:27:30	3.04916
2024/07/03 13:27:31	3.0502
2024/07/03 13:27:32	3.0496
2024/07/03 13:27:33	2.8031
2024/07/03 13:27:34	2.99351
2024/07/03 13:27:35	2.99357
2024/07/03 13:27:36	2.99409
2024/07/03 13:27:37	3.04302
2024/07/03 13:27:38	3.04321
2024/07/03 13:27:39	3.0167
2024/07/03 13:27:40	3.01698
2024/07/03 13:27:41	3.01978
2024/07/03 13:27:42	3.01674
2024/07/03 13:27:43	3.01675
2024/07/03 13:27:44	3.01735
2024/07/03 13:27:45	3.01687
2024/07/03 13:27:46	3.06737
2024/07/03 13:27:47	3.06768
2024/07/03 13:27:48	3.05265
2024/07/03 13:27:49	3.05054
2024/07/03 13:27:50	3.05169
2024/07/03 13:27:51	3.02304
2024/07/03 13:27:52	3.02291
2024/07/03 13:27:53	3.02325
2024/07/03 13:27:54	3.02311
2024/07/03 13:27:55	3.02309
2024/07/03 13:27:56	2.99872
2024/07/03 13:27:57	2.99825
2024/07/03 13:27:58	2.99855
2024/07/03 13:27:59	2.97929
2024/07/03 13:28:00	3.04737
2024/07/03 13:28:01	3.04693
2024/07/03 13:28:02	3.04794
2024/07/03 13:28:03	3.04944
2024/07/03 13:28:04	3.04737
2024/07/03 13:28:05	2.81849
2024/07/03 13:28:06	2.81902
2024/07/03 13:28:07	2.99526
2024/07/03 13:28:08	2.99498
2024/07/03 13:28:09	3.03989
2024/07/03 13:28:10	3.03114
2024/07/03 13:28:11	3.03108
2024/07/03 13:28:12	3.03095
2024/07/03 13:28:13	3.12901
2024/07/03 13:28:14	3.03736
2024/07/03 13:28:15	3.03791
2024/07/03 13:28:16	3.03748
2024/07/03 13:28:17	3.08494
2024/07/03 13:28:18	6.2236
2024/07/03 13:28:19	6.22637
2024/07/03 13:28:20	0.880692
2024/07/03 13:28:21	3.05241
2024/07/03 13:28:22	3.05236
2024/07/03 13:28:23	3.05242
2024/07/03 13:28:24	3.05259
2024/07/03 13:28:25	3.0526
2024/07/03 13:28:26	3.05295
2024/07/03 13:28:27	3.08422
2024/07/03 13:28:28	3.08534
2024/07/03 13:28:29	3.00445
2024/07/03 13:28:30	3.00347
2024/07/03 13:28:31	3.13307
2024/07/03 13:28:32	3.13288
2024/07/03 13:28:33	3.13243
2024/07/03 13:28:34	3.13259
2024/07/03 13:28:35	3.13319
2024/07/03 13:28:36	3.13287
2024/07/03 13:28:37	2.94854
2024/07/03 13:28:38	2.94766
2024/07/03 13:28:39	3.19635
2024/07/03 13:28:40	3.06036
2024/07/03 13:28:41	3.05954
2024/07/03 13:28:42	3.05978
2024/07/03 13:28:43	3.05893
2024/07/03 13:28:44	3.05928
2024/07/03 13:28:45	3.05925
2024/07/03 13:28:46	3.05887
2024/07/03 13:28:47	3.77928
2024/07/03 13:28:48	3.7782
2024/07/03 13:28:49	3.78109
2024/07/03 13:28:50	4.13935
2024/07/03 13:28:51	4.13948
2024/07/03 13:28:52	4.13898
2024/07/03 13:28:53	4.13879
2024/07/03 13:28:54	4.13994
2024/07/03 13:28:55	4.1395
2024/07/03 13:28:56	4.13927
2024/07/03 13:28:57	2.15664
2024/07/03 13:28:58	2.15592
2024/07/03 13:28:59	2.3341
2024/07/03 13:29:00	2.3347
2024/07/03 13:29:01	2.33263
2024/07/03 13:29:02	2.3334
2024/07/03 13:29:03	2.33369
2024/07/03 13:29:04	3.36423
2024/07/03 13:29:05	2.35094
2024/07/03 13:29:06	2.35457
2024/07/03 13:29:07	2.3539
2024/07/03 13:29:08	2.35296
2024/07/03 13:29:09	2.35287
2024/07/03 13:29:10	3.75189
2024/07/03 13:29:11	3.75535
2024/07/03 13:29:12	3.75475
2024/07/03 13:29:13	-0.467055
2024/07/03 13:29:14	-0.467466
2024/07/03 13:29:15	-0.467425
2024/07/03 13:29:16	-0.467621
2024/07/03 13:29:17	-0.467214
2024/07/03 13:29:18	-0.467367
2024/07/03 13:29:19	-0.467616
2024/07/03 13:29:20	2.35248
2024/07/03 13:29:21	2.35282
2024/07/03 13:29:22	2.35273
2024/07/03 13:29:23	2.35269
2024/07/03 13:29:24	2.35271
2024/07/03 13:29:25	2.35249
2024/07/03 13:29:26	2.353
2024/07/03 13:29:27	2.89194
2024/07/03 13:29:28	2.89142
2024/07/03 13:29:29	2.86244
2024/07/03 13:29:30	2.8297
2024/07/03 13:29:31	2.82897
2024/07/03 13:29:32	2.82908
2024/07/03 13:29:33	2.84762
2024/07/03 13:29:34	2.8483
2024/07/03 13:29:35	2.84798
2024/07/03 13:29:36	3.01665
2024/07/03 13:29:37	3.01629
2024/07/03 13:29:38	3.01653
2024/07/03 13:29:39	3.01634
2024/07/03 13:29:40	3.06102
2024/07/03 13:29:41	3.06106
2024/07/03 13:29:42	3.11122
2024/07/03 13:29:43	2.84221
2024/07/03 13:29:44	2.84263
2024/07/03 13:29:45	2.84322
2024/07/03 13:29:46	2.88441
2024/07/03 13:29:47	3.05402
2024/07/03 13:29:48	3.00825
2024/07/03 13:29:49	3.00871
2024/07/03 13:29:50	2.98181
2024/07/03 13:29:51	3.0359
2024/07/03 13:29:52	3.03547
2024/07/03 13:29:53	3.03606
2024/07/03 13:29:54	3.03519
2024/07/03 13:29:55	3.02689
2024/07/03 13:29:56	3.02614
2024/07/03 13:29:57	3.0265
2024/07/03 13:29:58	3.01842
2024/07/03 13:29:59	3.01771
2024/07/03 13:30:00	3.01733
2024/07/03 13:30:01	2.93243
2024/07/03 13:30:02	2.93348
2024/07/03 13:30:03	2.94761
2024/07/03 13:30:04	3.02872
2024/07/03 13:30:05	3.02862
2024/07/03 13:30:06	3.02775
2024/07/03 13:30:07	3.02817
2024/07/03 13:30:08	3.0284
2024/07/03 13:30:09	3.02831
2024/07/03 13:30:10	3.02804
2024/07/03 13:30:11	2.80709
2024/07/03 13:30:12	2.80528
2024/07/03 13:30:13	2.77297
2024/07/03 13:30:14	2.70002
2024/07/03 13:30:15	2.69828
2024/07/03 13:30:16	2.63879
2024/07/03 13:30:17	2.58506
2024/07/03 13:30:18	2.58552
2024/07/03 13:30:19	2.58989
2024/07/03 13:30:20	2.58959
2024/07/03 13:30:21	2.58987
2024/07/03 13:30:22	2.48355
2024/07/03 13:30:23	2.4829
2024/07/03 13:30:24	2.48366
2024/07/03 13:30:25	2.24653
2024/07/03 13:30:26	2.16938
2024/07/03 13:30:27	2.38268
2024/07/03 13:30:28	2.15109
2024/07/03 13:30:29	2.355
2024/07/03 13:30:30	2.35577
2024/07/03 13:30:31	2.30858
2024/07/03 13:30:32	2.30848
2024/07/03 13:30:33	2.3084
2024/07/03 13:30:34	2.30859
2024/07/03 13:30:35	2.30864
2024/07/03 13:30:36	2.26155
2024/07/03 13:30:37	2.21579
2024/07/03 13:30:38	2.21599
2024/07/03 13:30:39	2.20394
2024/07/03 13:30:40	2.19894
2024/07/03 13:30:41	2.19903
2024/07/03 13:30:42	2.14053
2024/07/03 13:30:43	2.14083
2024/07/03 13:30:44	2.1806
2024/07/03 13:30:45	2.14437
2024/07/03 13:30:46	2.10241
2024/07/03 13:30:47	2.08203
2024/07/03 13:30:48	2.08208
2024/07/03 13:30:49	2.08264
2024/07/03 13:30:50	2.08751
2024/07/03 13:30:51	2.06245
2024/07/03 13:30:52	2.06227
2024/07/03 13:30:53	2.08155
2024/07/03 13:30:54	2.08162
2024/07/03 13:30:55	2.03418
2024/07/03 13:30:56	1.95472
2024/07/03 13:30:57	2.00292
2024/07/03 13:30:58	1.96469
2024/07/03 13:30:59	1.99529
2024/07/03 13:31:00	1.99554
2024/07/03 13:31:01	1.99547
2024/07/03 13:31:02	1.97654
2024/07/03 13:31:03	1.92846
2024/07/03 13:31:04	1.92812
2024/07/03 13:31:05	1.95058
2024/07/03 13:31:06	1.95395
2024/07/03 13:31:07	1.95376
2024/07/03 13:31:08	1.95365
2024/07/03 13:31:09	1.95361
2024/07/03 13:31:10	1.87387
2024/07/03 13:31:11	1.88696
2024/07/03 13:31:12	1.87505
2024/07/03 13:31:13	1.87402
2024/07/03 13:31:14	1.87517
2024/07/03 13:31:15	1.87543
2024/07/03 13:31:16	1.87562
2024/07/03 13:31:17	1.81951
2024/07/03 13:31:18	1.81961
2024/07/03 13:31:19	1.80543
2024/07/03 13:31:20	1.79444
2024/07/03 13:31:21	1.73822
2024/07/03 13:31:22	1.73835
2024/07/03 13:31:23	1.65245
2024/07/03 13:31:24	1.77444
2024/07/03 13:31:25	1.77455
2024/07/03 13:31:26	1.77416
2024/07/03 13:31:27	1.73679
2024/07/03 13:31:28	1.74539
2024/07/03 13:31:29	1.75536
2024/07/03 13:31:30	1.75607
2024/07/03 13:31:31	1.75537
2024/07/03 13:31:32	1.76438
2024/07/03 13:31:33	1.71184
2024/07/03 13:31:34	1.7293
2024/07/03 13:31:35	1.729
2024/07/03 13:31:36	1.70651
2024/07/03 13:31:37	1.80215
2024/07/03 13:31:38	1.82306
2024/07/03 13:31:39	1.87335
2024/07/03 13:31:40	1.87376
2024/07/03 13:31:41	2.05618
2024/07/03 13:31:42	2.13403
2024/07/03 13:31:43	2.19066
2024/07/03 13:31:44	2.23986
2024/07/03 13:31:45	2.24048
2024/07/03 13:31:46	2.24037
2024/07/03 13:31:47	2.21026
2024/07/03 13:31:48	2.24897
2024/07/03 13:31:49	2.11723
2024/07/03 13:31:50	2.1173
2024/07/03 13:31:51	2.00527
2024/07/03 13:31:52	2.06959
2024/07/03 13:31:53	3.01576
2024/07/03 13:31:54	2.40937
2024/07/03 13:31:55	2.30512
2024/07/03 13:31:56	2.82654
2024/07/03 13:31:57	3.24904
2024/07/03 13:31:58	2.97664
2024/07/03 13:31:59	3.19786
2024/07/03 13:32:00	3.09299
2024/07/03 13:32:01	4.01307
2024/07/03 13:32:02	4.92705
2024/07/03 13:32:03	4.93773
2024/07/03 13:32:04	3.90443
2024/07/03 13:32:05	3.98702
2024/07/03 13:32:06	4.31724
2024/07/03 13:32:07	4.32124
2024/07/03 13:32:08	4.32387
2024/07/03 13:32:09	4.80301
2024/07/03 13:32:10	4.80658
2024/07/03 13:32:11	4.99436
2024/07/03 13:32:12	4.03736
2024/07/03 13:32:13	4.03631
2024/07/03 13:32:14	3.62019
2024/07/03 13:32:15	3.62843
2024/07/03 13:32:16	3.63035
2024/07/03 13:32:17	3.57855
2024/07/03 13:32:18	3.60232
2024/07/03 13:32:19	3.61185
2024/07/03 13:32:20	3.6121
2024/07/03 13:32:21	3.51019
2024/07/03 13:32:22	0.0310186
2024/07/03 13:32:23	3.41731
2024/07/03 13:32:24	3.41772
2024/07/03 13:32:25	3.69098
2024/07/03 13:32:26	3.6587
2024/07/03 13:32:27	3.65392
2024/07/03 13:32:28	3.65594
2024/07/03 13:32:29	4.71328
2024/07/03 13:32:30	4.6301
2024/07/03 13:32:31	4.62875
2024/07/03 13:32:32	4.62952
2024/07/03 13:32:33	4.51325
2024/07/03 13:32:34	4.50863
2024/07/03 13:32:35	4.50932
2024/07/03 13:32:36	4.51212
2024/07/03 13:32:37	5.79079
2024/07/03 13:32:38	4.40639
2024/07/03 13:32:39	4.40807
2024/07/03 13:32:40	4.40618
2024/07/03 13:32:41	4.36043
2024/07/03 13:32:42	4.19708
2024/07/03 13:32:43	4.19052
2024/07/03 13:32:44	4.29586
2024/07/03 13:32:45	4.43631
2024/07/03 13:32:46	4.43675
2024/07/03 13:32:47	4.43728
2024/07/03 13:32:48	4.43355
2024/07/03 13:32:49	3.31258
2024/07/03 13:32:50	3.31413
2024/07/03 13:32:51	4.15353
2024/07/03 13:32:52	4.26748
2024/07/03 13:32:53	4.26817
2024/07/03 13:32:54	4.26799
2024/07/03 13:32:55	4.18383
2024/07/03 13:32:56	4.1191
2024/07/03 13:32:57	4.11698
2024/07/03 13:32:58	4.11606
2024/07/03 13:32:59	4.08832
2024/07/03 13:33:00	4.04465
2024/07/03 13:33:01	3.96401
2024/07/03 13:33:02	3.96092
2024/07/03 13:33:03	3.95895
2024/07/03 13:33:04	3.95876
2024/07/03 13:33:05	3.92656
2024/07/03 13:33:06	3.98161
2024/07/03 13:33:07	3.85112
2024/07/03 13:33:08	3.95598
2024/07/03 13:33:09	3.9559
2024/07/03 13:33:10	3.95579
2024/07/03 13:33:11	3.75362
2024/07/03 13:33:12	3.80696
2024/07/03 13:33:13	3.80764
2024/07/03 13:33:14	3.67084
2024/07/03 13:33:15	3.70862
2024/07/03 13:33:16	3.70833
2024/07/03 13:33:17	3.70867
2024/07/03 13:33:18	3.69023
2024/07/03 13:33:19	3.69051
2024/07/03 13:33:20	3.69067
2024/07/03 13:33:21	3.6902
2024/07/03 13:33:22	3.68329
2024/07/03 13:33:23	3.68347
2024/07/03 13:33:24	3.54057
2024/07/03 13:33:25	3.54094
2024/07/03 13:33:26	3.54082
2024/07/03 13:33:27	3.53644
2024/07/03 13:33:28	3.53671
2024/07/03 13:33:29	3.53612
2024/07/03 13:33:30	3.50431
2024/07/03 13:33:31	3.50401
2024/07/03 13:33:32	3.43549
2024/07/03 13:33:33	3.43496
2024/07/03 13:33:34	3.43494
2024/07/03 13:33:35	3.46708
2024/07/03 13:33:36	3.42552
2024/07/03 13:33:37	3.4268
2024/07/03 13:33:38	3.40768
2024/07/03 13:33:39	3.46275
2024/07/03 13:33:40	3.46302
2024/07/03 13:33:41	3.46321
2024/07/03 13:33:42	3.46322
2024/07/03 13:33:43	3.45118
2024/07/03 13:33:44	3.45261
2024/07/03 13:33:45	3.45246
2024/07/03 13:33:46	3.4592
2024/07/03 13:33:47	3.36981
2024/07/03 13:33:48	3.37011
2024/07/03 13:33:49	3.3699
2024/07/03 13:33:50	3.36966
2024/07/03 13:33:51	3.36993
2024/07/03 13:33:52	3.39121
2024/07/03 13:33:53	3.4493
2024/07/03 13:33:54	3.45003
2024/07/03 13:33:55	3.37864
2024/07/03 13:33:56	3.37851
2024/07/03 13:33:57	3.3788
2024/07/03 13:33:58	3.37887
2024/07/03 13:33:59	3.37877
2024/07/03 13:34:00	3.32303
2024/07/03 13:34:01	3.31713
2024/07/03 13:34:02	3.34614
2024/07/03 13:34:03	3.32181
2024/07/03 13:34:04	3.32206
2024/07/03 13:34:05	3.32254
2024/07/03 13:34:06	3.32217
2024/07/03 13:34:07	3.30736
2024/07/03 13:34:08	3.27131
2024/07/03 13:34:09	3.2715
2024/07/03 13:34:10	3.27211
2024/07/03 13:34:11	3.27192
2024/07/03 13:34:12	3.27155
2024/07/03 13:34:13	3.27172
2024/07/03 13:34:14	3.23214
2024/07/03 13:34:15	3.23225
2024/07/03 13:34:16	3.2604
2024/07/03 13:34:17	3.26087
2024/07/03 13:34:18	3.26123
2024/07/03 13:34:19	3.25091
2024/07/03 13:34:20	3.19345
2024/07/03 13:34:21	3.19294
2024/07/03 13:34:22	3.19319
2024/07/03 13:34:23	3.20668
2024/07/03 13:34:24	3.20661
2024/07/03 13:34:25	3.2373
2024/07/03 13:34:26	3.23531
2024/07/03 13:34:27	3.23695
2024/07/03 13:34:28	3.23769
2024/07/03 13:34:29	3.21525
2024/07/03 13:34:30	3.21569
2024/07/03 13:34:31	3.21572
2024/07/03 13:34:32	3.23222
2024/07/03 13:34:33	3.25109
2024/07/03 13:34:34	3.25666
2024/07/03 13:34:35	3.25608
2024/07/03 13:34:36	3.25628
2024/07/03 13:34:37	3.23387
2024/07/03 13:34:38	3.23316
2024/07/03 13:34:39	3.23551
2024/07/03 13:34:40	3.16869
2024/07/03 13:34:41	3.27805
2024/07/03 13:34:42	4.39937
2024/07/03 13:34:43	4.39916
2024/07/03 13:34:44	3.18395
2024/07/03 13:34:45	3.18359
2024/07/03 13:34:46	3.18399
2024/07/03 13:34:47	3.27661
2024/07/03 13:34:48	3.21328
2024/07/03 13:34:49	3.21821
2024/07/03 13:34:50	3.21823
2024/07/03 13:34:51	2.24996
2024/07/03 13:34:52	3.23467
2024/07/03 13:34:53	3.27184
2024/07/03 13:34:54	3.17978
2024/07/03 13:34:55	3.17863
2024/07/03 13:34:56	3.15541
2024/07/03 13:34:57	3.15888
2024/07/03 13:34:58	3.10626
2024/07/03 13:34:59	3.08347
2024/07/03 13:35:00	3.06714
2024/07/03 13:35:01	3.06746
2024/07/03 13:35:02	3.0674
2024/07/03 13:35:03	3.06763
2024/07/03 13:35:04	3.13115
2024/07/03 13:35:05	3.13123
2024/07/03 13:35:06	3.11235
2024/07/03 13:35:07	3.11223
2024/07/03 13:35:08	3.11272
2024/07/03 13:35:09	3.07511
2024/07/03 13:35:10	3.0746
2024/07/03 13:35:11	3.07383
2024/07/03 13:35:12	3.07283
2024/07/03 13:35:13	3.0858
2024/07/03 13:35:14	3.08625
2024/07/03 13:35:15	3.08543
2024/07/03 13:35:16	3.08254
2024/07/03 13:35:17	3.08281
2024/07/03 13:35:18	3.06597
2024/07/03 13:35:19	3.06586
2024/07/03 13:35:20	3.06537
2024/07/03 13:35:21	3.1091
2024/07/03 13:35:22	3.08282
2024/07/03 13:35:23	3.13509
2024/07/03 13:35:24	3.13501
2024/07/03 13:35:25	3.13659
2024/07/03 13:35:26	3.13453
2024/07/03 13:35:27	3.13473
2024/07/03 13:35:28	3.13475
2024/07/03 13:35:29	3.12688
2024/07/03 13:35:30	3.12704
2024/07/03 13:35:31	3.12688
2024/07/03 13:35:32	3.1272
2024/07/03 13:35:33	3.05681
2024/07/03 13:35:34	3.05582
2024/07/03 13:35:35	3.05544
2024/07/03 13:35:36	3.09898
2024/07/03 13:35:37	3.09972
2024/07/03 13:35:38	3.11574
2024/07/03 13:35:39	3.11724
2024/07/03 13:35:40	3.03955
2024/07/03 13:35:41	3.08496
2024/07/03 13:35:42	3.08575
2024/07/03 13:35:43	3.08529
2024/07/03 13:35:44	3.08565
2024/07/03 13:35:45	3.06831
2024/07/03 13:35:46	3.0511
2024/07/03 13:35:47	3.05435
2024/07/03 13:35:48	3.05471
2024/07/03 13:35:49	3.03879
2024/07/03 13:35:50	3.09513
2024/07/03 13:35:51	3.09376
2024/07/03 13:35:52	3.05695
2024/07/03 13:35:53	3.05752
2024/07/03 13:35:54	3.05742
2024/07/03 13:35:55	3.05752
2024/07/03 13:35:56	3.05759
2024/07/03 13:35:57	3.05754
2024/07/03 13:35:58	3.05678
2024/07/03 13:35:59	3.05691
2024/07/03 13:36:00	3.06503
2024/07/03 13:36:01	3.0144
2024/07/03 13:36:02	3.01421
2024/07/03 13:36:03	3.01427
2024/07/03 13:36:04	3.05586
2024/07/03 13:36:05	3.05582
2024/07/03 13:36:06	3.05596
2024/07/03 13:36:07	2.99598
2024/07/03 13:36:08	2.99619
2024/07/03 13:36:09	2.99557
2024/07/03 13:36:10	3.10156
2024/07/03 13:36:11	2.85257
2024/07/03 13:36:12	3.10029
2024/07/03 13:36:13	3.02981
2024/07/03 13:36:14	3.04872
2024/07/03 13:36:15	3.05298
2024/07/03 13:36:16	3.05268
2024/07/03 13:36:17	3.05251
2024/07/03 13:36:18	3.05268
2024/07/03 13:36:19	3.05283
2024/07/03 13:36:20	2.81412
2024/07/03 13:36:21	3.068
2024/07/03 13:36:22	3.04508
2024/07/03 13:36:23	3.0127
2024/07/03 13:36:24	3.00893
2024/07/03 13:36:25	2.9681
2024/07/03 13:36:26	2.78373
2024/07/03 13:36:27	2.78412
2024/07/03 13:36:28	2.78338
2024/07/03 13:36:29	2.7837
2024/07/03 13:36:30	2.78319
2024/07/03 13:36:31	2.93052
2024/07/03 13:36:32	2.93245
2024/07/03 13:36:33	2.93186
2024/07/03 13:36:34	2.93236
2024/07/03 13:36:35	3.04574
2024/07/03 13:36:36	2.99382
2024/07/03 13:36:37	2.9465
2024/07/03 13:36:38	2.94733
2024/07/03 13:36:39	2.92823
2024/07/03 13:36:40	2.95767
2024/07/03 13:36:41	2.95701
2024/07/03 13:36:42	2.95783
2024/07/03 13:36:43	3.07102
2024/07/03 13:36:44	3.07145
2024/07/03 13:36:45	3.02973
2024/07/03 13:36:46	3.03357
2024/07/03 13:36:47	3.03398
2024/07/03 13:36:48	3.01149
2024/07/03 13:36:49	3.01136
2024/07/03 13:36:50	2.99106
2024/07/03 13:36:51	2.99135
2024/07/03 13:36:52	3.02667
2024/07/03 13:36:53	3.02629
2024/07/03 13:36:54	3.05728
2024/07/03 13:36:55	3.05753
2024/07/03 13:36:56	2.98345
2024/07/03 13:36:57	2.98346
2024/07/03 13:36:58	2.98379
2024/07/03 13:36:59	2.97284
2024/07/03 13:37:00	2.97238
2024/07/03 13:37:01	2.97263
2024/07/03 13:37:02	2.97307
2024/07/03 13:37:03	2.97314
2024/07/03 13:37:04	3.01382
2024/07/03 13:37:05	3.01414
2024/07/03 13:37:06	3.01418
2024/07/03 13:37:07	3.01377
2024/07/03 13:37:08	3.01419
2024/07/03 13:37:09	3.01464
2024/07/03 13:37:10	3.01369
2024/07/03 13:37:11	3.01022
2024/07/03 13:37:12	3.06877
2024/07/03 13:37:13	3.07952
2024/07/03 13:37:14	3.07929
2024/07/03 13:37:15	3.07941
2024/07/03 13:37:16	3.07898
2024/07/03 13:37:17	3.07924
2024/07/03 13:37:18	3.07879
2024/07/03 13:37:19	3.07919
2024/07/03 13:37:20	2.99206
2024/07/03 13:37:21	2.98007
2024/07/03 13:37:22	2.98164
2024/07/03 13:37:23	2.97728
2024/07/03 13:37:24	3.05903
2024/07/03 13:37:25	3.0205
2024/07/03 13:37:26	2.97449
2024/07/03 13:37:27	2.96484
2024/07/03 13:37:28	2.99866
2024/07/03 13:37:29	2.99865
2024/07/03 13:37:30	2.96516
2024/07/03 13:37:31	2.9652
2024/07/03 13:37:32	2.96487
2024/07/03 13:37:33	2.96529
2024/07/03 13:37:34	2.96787
2024/07/03 13:37:35	2.94585
2024/07/03 13:37:36	2.94522
2024/07/03 13:37:37	2.93115
2024/07/03 13:37:38	2.92904
2024/07/03 13:37:39	2.99084
2024/07/03 13:37:40	2.99054
2024/07/03 13:37:41	2.99053
2024/07/03 13:37:42	2.9908
2024/07/03 13:37:43	2.99088
2024/07/03 13:37:44	3.00145
2024/07/03 13:37:45	2.93057
2024/07/03 13:37:46	2.97289
2024/07/03 13:37:47	2.97241
2024/07/03 13:37:48	2.96064
2024/07/03 13:37:49	3.00565
2024/07/03 13:37:50	3.00609
2024/07/03 13:37:51	3.00636
2024/07/03 13:37:52	2.98734
2024/07/03 13:37:53	2.98741
2024/07/03 13:37:54	2.98711
2024/07/03 13:37:55	2.98715
2024/07/03 13:37:56	2.9171
2024/07/03 13:37:57	2.93284
2024/07/03 13:37:58	2.93343
2024/07/03 13:37:59	2.93285
2024/07/03 13:38:00	2.91383
2024/07/03 13:38:01	2.95186
2024/07/03 13:38:02	2.93923
2024/07/03 13:38:03	2.93923
2024/07/03 13:38:04	2.93862
2024/07/03 13:38:05	2.93124
2024/07/03 13:38:06	2.93212
2024/07/03 13:38:07	3.02142
2024/07/03 13:38:08	3.02096
2024/07/03 13:38:09	3.02061
2024/07/03 13:38:10	3.02145
2024/07/03 13:38:11	3.02142
2024/07/03 13:38:12	3.0214
2024/07/03 13:38:13	3.02111
2024/07/03 13:38:14	3.02116
2024/07/03 13:38:15	3.02149
2024/07/03 13:38:16	3.02195
2024/07/03 13:38:17	3.02095
2024/07/03 13:38:18	3.02163
2024/07/03 13:38:19	3.02146
2024/07/03 13:38:20	3.02287
2024/07/03 13:38:21	3.02145
2024/07/03 13:38:22	2.95445
2024/07/03 13:38:23	2.9554
2024/07/03 13:38:24	2.95483
2024/07/03 13:38:25	2.95461
2024/07/03 13:38:26	2.95495
2024/07/03 13:38:27	3.00794
2024/07/03 13:38:28	3.0075
2024/07/03 13:38:29	3.0089
2024/07/03 13:38:30	3.00852
2024/07/03 13:38:31	3.00792
2024/07/03 13:38:32	3.02292
2024/07/03 13:38:33	3.00654
2024/07/03 13:38:34	3.03782
2024/07/03 13:38:35	2.93943
2024/07/03 13:38:36	2.94
2024/07/03 13:38:37	2.93992
2024/07/03 13:38:38	2.93963
2024/07/03 13:38:39	2.93954
2024/07/03 13:38:40	2.93985
2024/07/03 13:38:41	2.98602
2024/07/03 13:38:42	2.98969
2024/07/03 13:38:43	2.95079
2024/07/03 13:38:44	2.95095
2024/07/03 13:38:45	2.95126
2024/07/03 13:38:46	2.95145
2024/07/03 13:38:47	2.95176
2024/07/03 13:38:48	2.95072
2024/07/03 13:38:49	2.95147
2024/07/03 13:38:50	2.95141
2024/07/03 13:38:51	2.95167
2024/07/03 13:38:52	2.95141
2024/07/03 13:38:53	2.99808
2024/07/03 13:38:54	2.93802
2024/07/03 13:38:55	2.93812
2024/07/03 13:38:56	2.99255
2024/07/03 13:38:57	2.95932
2024/07/03 13:38:58	2.97343
2024/07/03 13:38:59	2.97298
2024/07/03 13:39:00	3.02448
2024/07/03 13:39:01	3.00018
2024/07/03 13:39:02	3.0003
2024/07/03 13:39:03	2.99416
2024/07/03 13:39:04	2.96054
2024/07/03 13:39:05	2.96124
2024/07/03 13:39:06	2.96097
2024/07/03 13:39:07	2.96087
2024/07/03 13:39:08	3.00251
2024/07/03 13:39:09	2.98946
2024/07/03 13:39:10	2.98926
2024/07/03 13:39:11	2.96078
2024/07/03 13:39:12	2.96061
2024/07/03 13:39:13	2.96058
2024/07/03 13:39:14	2.96155
2024/07/03 13:39:15	3.05853
2024/07/03 13:39:16	3.02172
2024/07/03 13:39:17	3.00965
2024/07/03 13:39:18	2.99691
2024/07/03 13:39:19	2.91837
2024/07/03 13:39:20	2.91841
2024/07/03 13:39:21	3.04886
2024/07/03 13:39:22	3.04822
2024/07/03 13:39:23	3.04793
2024/07/03 13:39:24	3.04817
2024/07/03 13:39:25	2.92906
2024/07/03 13:39:26	2.92902
2024/07/03 13:39:27	2.92897
2024/07/03 13:39:28	2.92968
2024/07/03 13:39:29	2.92902
2024/07/03 13:39:30	2.92933
2024/07/03 13:39:31	2.96459
2024/07/03 13:39:32	2.96434
2024/07/03 13:39:33	2.91931
2024/07/03 13:39:34	2.91894
2024/07/03 13:39:35	2.88685
2024/07/03 13:39:36	2.91389
2024/07/03 13:39:37	2.89009
2024/07/03 13:39:38	2.88517
2024/07/03 13:39:39	nan
2024/07/03 13:39:40	3.01556
2024/07/03 13:39:41	2.94613
2024/07/03 13:39:42	2.88624
2024/07/03 13:39:43	2.88653
2024/07/03 13:39:44	2.88594
2024/07/03 13:39:45	2.88622
2024/07/03 13:39:46	2.88679
2024/07/03 13:39:47	2.8871
2024/07/03 13:39:48	2.88661
2024/07/03 13:39:49	3.01301
2024/07/03 13:39:51	3.00051
2024/07/03 13:39:52	2.97492
2024/07/03 13:39:53	2.96657
2024/07/03 13:39:54	3.06271
2024/07/03 13:39:55	3.06328
2024/07/03 13:39:56	3.06267
2024/07/03 13:39:57	3.10329
2024/07/03 13:39:58	3.1028
2024/07/03 13:39:59	3.10331
2024/07/03 13:40:00	2.94971
2024/07/03 13:40:01	3.16532
2024/07/03 13:40:02	3.16526
2024/07/03 13:40:03	3.16569
2024/07/03 13:40:04	3.11082
2024/07/03 13:40:05	3.17151
2024/07/03 13:40:06	3.17692
2024/07/03 13:40:07	3.17692
2024/07/03 13:40:08	3.17724
2024/07/03 13:40:09	3.17708
2024/07/03 13:40:10	3.15719
2024/07/03 13:40:11	3.15706
2024/07/03 13:40:12	3.15709
2024/07/03 13:40:13	3.15704
2024/07/03 13:40:14	3.15679
2024/07/03 13:40:15	3.15757
2024/07/03 13:40:16	3.12483
2024/07/03 13:40:17	2.88026
2024/07/03 13:40:18	3.07157
2024/07/03 13:40:19	3.07566
2024/07/03 13:40:20	3.07549
